signature_id	role	adverse_aligned_hedges_g	adverse_aligned_bootstrap_g_ci_low	adverse_aligned_bootstrap_g_ci_high	exact_label_p	exact_label_q_bh9	covariance_program_p	covariance_program_q_bh9	program	role_label
TDS_16	biological_reference	-0.986089383010416	-2.7958987209131	-0.0547781776882345	0.150793650793651	0.535714285714286	0.020979020979021	0.0944055944055944	TDS-16	Biological reference
IODIDE_HANDLING_11	biological_reference	-0.82239053954429	-2.38487780408039	0.601821256147281	0.301587301587302	0.535714285714286	0.010989010989011	0.0944055944055944	Iodide handling-11	Biological reference
CONDELLO_2025_SIX	independent_ex_vivo_avidity_candidate	1.10034751209274	0.125930850152262	3.17670428279512	0.0952380952380952	0.535714285714286	0.0999000999000999	0.224775224775225	Condello-6	Ex vivo candidate
HALLMARK_HYPOXIA	aggressiveness_negative_control	-0.489796851009738	-3.58496195866488	0.577207319946363	0.412698412698413	0.535714285714286	0.140859140859141	0.253546453546454	Hypoxia	Generic control
HALLMARK_ANGIOGENESIS	aggressiveness_negative_control	0.476717294678721	-0.634387749842146	2.11768958958633	0.428571428571429	0.535714285714286	0.260739260739261	0.293331668331668	Angiogenesis	Generic control
HALLMARK_G2M_CHECKPOINT	aggressiveness_negative_control	-0.147809463869213	-1.67755802258654	1.04994473018218	0.801587301587302	0.801587301587302	0.664335664335664	0.664335664335664	G2M checkpoint	Generic control
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	aggressiveness_negative_control	0.5156222135284	-0.596267053666091	3.04866642550403	0.380952380952381	0.535714285714286	0.0689310689310689	0.206793206793207	EMT	Generic control
HALLMARK_INFLAMMATORY_RESPONSE	aggressiveness_negative_control	-0.439433674429938	-2.33429216859862	0.691602169109307	0.46031746031746	0.535714285714286	0.212787212787213	0.293331668331668	Inflammatory response	Generic control
HALLMARK_E2F_TARGETS	aggressiveness_negative_control	-0.437771024375969	-1.94566761643697	1.00144755461997	0.476190476190476	0.535714285714286	0.248751248751249	0.293331668331668	E2F targets	Generic control
